### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

value; productivity; quality; param
0.275; 0; 0; 135
0.325; 0; 0; 135
0.375; 0; 3.0404; 135
0.425; 0; 17.9925; 135
0.475; 0.0416493; 26.1556; 135
0.525; 0.208247; 22.5322; 135
0.575; 0; 30.2372; 135
0.625; 11.3703; 0.0416493; 135
0.675; 88.3816; 0; 135
0.725; 0; 0; 135
0.775; 0; 0; 135
0.825; 0; 0; 135
0.875; 0; 0; 135
0.925; 0; 0; 135
0.975; 0; 0; 135
0.025; 0; 0; 136
0.075; 0; 0; 136
0.125; 0; 0; 136
0.175; 0; 0; 136
0.225; 0.0416493; 0; 136
0.275; 0; 0; 136
0.325; 0; 8.03834; 136
0.375; 0; 11.287; 136
0.425; 0; 8.62143; 136
0.475; 0; 23.7816; 136
0.525; 45.5639; 33.819; 136
0.575; 40.4828; 14.4523; 136
0.625; 13.9109; 0; 136
0.675; 0; 0; 136
0.725; 0; 0; 136
0.775; 0; 0; 136
0.825; 0; 0; 136
0.875; 0; 0; 136
0.925; 0; 0; 136
0.975; 0; 0; 136
0.025; 0; 0; 137
0.075; 0; 0; 137
0.125; 0; 0; 137
0.175; 0; 0; 137
0.225; 0; 0; 137
0.275; 0; 0; 137
0.325; 0; 0.58309; 137
0.375; 0; 16.868; 137
0.425; 0.166597; 11.9117; 137
0.475; 0.0416493; 4.91463; 137
0.525; 0; 45.1891; 137
0.575; 99.7942; 20.4914; 137
0.625; 0; 0.0416493; 137
0.675; 0; 0; 137
0.725; 0; 0; 137
0.775; 0; 0; 137
0.825; 0; 0; 137
0.875; 0; 0; 137
0.925; 0; 0; 137
0.975; 0; 0; 137
0.025; 0; 0; 138
0.075; 0; 0; 138
0.125; 0; 0; 138
0.175; 0; 0; 138
0.225; 0; 0; 138
0.275; 0; 0; 138
0.325; 0.124948; 0.0832986; 138
0.375; 0.166597; 10.7039; 138
0.425; 0.124948; 32.5695; 138
0.475; 0.0416493; 26.6971; 138
0.525; 0; 19.5751; 138
0.575; 10.4124; 10.2458; 138
0.625; 24.9478; 0.0832986; 138
0.675; 62.0577; 0.0416493; 138
0.725; 2.12411; 0; 138
0.775; 0; 0; 138
0.825; 0; 0; 138
0.875; 0; 0; 138
0.925; 0; 0; 138
0.975; 0; 0; 138
0.025; 0; 0; 139
0.075; 0; 0; 139
0.125; 0; 0; 139
0.175; 0; 0; 139
0.225; 0; 0; 139
0.275; 0; 0; 139
0.325; 0; 0; 139
0.375; 0; 0; 139
0.425; 0; 0; 139
0.475; 0; 19.95; 139
0.525; 0.291545; 50.5202; 139
0.575; 0; 21.2411; 139
0.625; 11.9534; 8.24658; 139
0.675; 87.7568; 0; 139
0.725; 0; 0; 139
0.775; 0; 0.0416493; 139
0.825; 0; 0; 139
0.875; 0; 0; 139
0.925; 0; 0; 139
0.975; 0; 0; 139
0.025; 0; 0; 140
0.075; 0; 0; 140
0.125; 0.0416493; 0; 140
0.175; 0; 0; 140
0.225; 0; 0; 140
0.275; 0; 0; 140
0.325; 0.0416493; 0; 140
0.375; 0; 0; 140
0.425; 0; 29.904; 140
0.475; 26.9053; 58.0591; 140
0.525; 73.0121; 11.9534; 140
0.575; 0; 0; 140
0.625; 0; 0; 140
0.675; 0; 0.0416493; 140
0.725; 0; 0.0416493; 140
0.775; 0; 0; 140
0.825; 0; 0; 140
0.875; 0; 0; 140
0.925; 0; 0; 140
0.975; 0; 0; 140
0.025; 0; 0; 141
0.075; 0; 0; 141
0.125; 0; 0; 141
0.175; 0; 0; 141
0.225; 0; 0; 141
0.275; 0; 0; 141
0.325; 0.0416493; 0.749688; 141
0.375; 0.0416493; 0; 141
0.425; 0; 11.3286; 141
0.475; 0.166597; 24.7396; 141
0.525; 0; 33.3192; 141
0.575; 1.79092; 22.3239; 141
0.625; 97.9615; 7.53854; 141
0.675; 0; 0; 141
0.725; 0; 0; 141
0.775; 0; 0; 141
0.825; 0; 0; 141
0.875; 0; 0; 141
0.925; 0; 0; 141
0.975; 0; 0; 141
0.025; 0; 0; 142
0.075; 0; 0; 142
0.125; 0; 0; 142
0.175; 0; 0; 142
0.225; 0; 0; 142
0.275; 0; 0; 142
0.325; 0; 0.0416493; 142
0.375; 0; 0; 142
0.425; 0; 1.49938; 142
0.475; 0; 38.442; 142
0.525; 0.166597; 44.3978; 142
0.575; 0.124948; 10.2041; 142
0.625; 0.124948; 5.33112; 142
0.675; 7.20535; 0.0832986; 142
0.725; 92.3802; 0; 142
0.775; 0; 0; 142
0.825; 0; 0; 142
0.875; 0; 0; 142
0.925; 0; 0; 142
0.975; 0; 0; 142
0.025; 0; 0; 143
0.075; 0; 0; 143
0.125; 0; 0; 143
0.175; 0; 0; 143
0.225; 0; 0; 143
0.275; 0; 0; 143
0.325; 0; 0; 143
0.375; 0; 12.0783; 143
0.425; 2.12411; 12.0367; 143
0.475; 81.0092; 20.658; 143
0.525; 16.868; 26.1973; 143
0.575; 0; 23.615; 143
0.625; 0; 4.74803; 143
0.675; 0; 0; 143
0.725; 0; 0.666389; 143
0.775; 0; 0; 143
0.825; 0; 0; 143
0.875; 0; 0; 143
0.925; 0; 0; 143
0.975; 0; 0; 143
0.025; 0; 0; 144
0.075; 0; 0; 144
0.125; 0; 0; 144
0.175; 0; 0; 144
0.225; 0; 0; 144
0.275; 0; 0; 144
0.325; 0; 0; 144
0.375; 0; 0; 144
0.425; 0; 14.7439; 144
0.475; 0; 32.6945; 144
0.525; 0; 34.652; 144
0.575; 0; 17.9092; 144
0.625; 92.6301; 0; 144
0.675; 7.37195; 0; 144
0.725; 0; 0; 144
0.775; 0; 0; 144
0.825; 0; 0; 144
0.875; 0; 0; 144
0.925; 0; 0; 144
0.975; 0; 0; 144
0.025; 0; 0; 145
0.075; 0; 0; 145
0.125; 0; 0; 145
0.175; 0; 0; 145
0.225; 0; 0; 145
0.275; 0; 0; 145
0.325; 0; 0; 145
0.375; 0; 0.166597; 145
0.425; 0; 7.12205; 145
0.475; 0.0832986; 36.0264; 145
0.525; 0; 44.8559; 145
0.575; 1.83257; 9.82927; 145
0.625; 0.0416493; 0.333194; 145
0.675; 98.0448; 0; 145
0.725; 0; 1.66597; 145
0.775; 0; 0; 145
0.825; 0; 0; 145
0.875; 0; 0; 145
0.925; 0; 0; 145
0.975; 0; 0; 145
0.025; 0; 0; 146
0.075; 0; 0; 146
0.125; 0; 0; 146
0.175; 0; 0; 146
0.225; 0; 0; 146
0.275; 0.124948; 0; 146
0.325; 0; 0.166597; 146
0.375; 0.208247; 6.08081; 146
0.425; 0.0416493; 13.6193; 146
0.475; 1.24948; 32.4446; 146
0.525; 98.378; 39.983; 146
0.575; 0; 7.62184; 146
0.625; 0; 0.0416493; 146
0.675; 0; 0; 146
0.725; 0; 0.0416493; 146
0.775; 0; 0; 146
0.825; 0; 0; 146
0.875; 0; 0; 146
0.925; 0; 0; 146
0.975; 0; 0; 146
0.025; 0; 0; 147
0.075; 0; 0; 147
0.125; 0; 0; 147
0.175; 0; 0; 147
0.225; 0; 0; 147
0.275; 0; 0; 147
0.325; 0; 0; 147
0.375; 0.0416493; 10.3291; 147
0.425; 0.0416493; 11.7451; 147
0.475; 0; 22.1157; 147
0.525; 0; 24.3231; 147
0.575; 81.7173; 31.445; 147
0.625; 18.2007; 0; 147
0.675; 0; 0; 147
0.725; 0; 0.0416493; 147
0.775; 0; 0; 147
0.825; 0; 0; 147
0.875; 0; 0; 147
0.925; 0; 0; 147
0.975; 0; 0; 147
0.025; 0; 0; 148
0.075; 0; 0; 148
0.125; 0; 0; 148
0.175; 0; 0; 148
0.225; 0; 0; 148
0.275; 0; 0; 148
0.325; 0.0416493; 0; 148
0.375; 0.0416493; 0; 148
0.425; 0; 16.4098; 148
0.475; 0.0416493; 41.7323; 148
0.525; 0.166597; 14.1608; 148
0.575; 72.7205; 27.4884; 148
0.625; 26.9886; 0.0832986; 148
0.675; 0; 0; 148
0.725; 0; 0; 148
0.775; 0; 0.0832986; 148
0.825; 0; 0; 148
0.875; 0; 0.0416493; 148
0.925; 0; 0; 148
0.975; 0; 0; 148
0.025; 0; 0; 149
0.075; 0; 0; 149
0.125; 0; 0; 149
0.175; 0.0416493; 0; 149
0.225; 0; 0; 149
0.275; 0; 0; 149
0.325; 0; 0; 149
0.375; 99.9608; 0; 149
0.425; 0; 13.7026; 149
0.475; 0; 40.816; 149
0.525; 0; 19.117; 149
0.575; 0; 26.3639; 149
0.625; 0; 0; 149
0.675; 0; 0; 149
0.725; 0; 0; 149
0.775; 0; 0; 149
0.825; 0; 0; 149
0.875; 0; 0; 149
0.925; 0; 0; 149
0.975; 0; 0; 149
0.025; 31.9864; 0; 150
0.075; 2.29071; 0; 150
0.125; 15.7851; 0; 150
0.175; 49.9371; 0; 150
0.225; 0; 0; 150
0.275; 0; 0; 150
0.325; 0; 1.12453; 150
0.375; 0; 7.247; 150
0.425; 0; 18.5756; 150
0.475; 0; 1.29113; 150
0.525; 0; 5.78927; 150
0.575; 0; 44.7726; 150
0.625; 0; 21.1578; 150
0.675; 0; 0.0416493; 150
0.725; 0; 0; 150
0.775; 0; 0; 150
0.825; 0; 0; 150
0.875; 0; 0; 150
0.925; 0; 0; 150
0.975; 0; 0; 150
0.025; 0; 0; 151
0.075; 0; 0; 151
0.125; 0; 0; 151
0.175; 0.0416493; 0; 151
0.225; 0; 0; 151
0.275; 0; 0; 151
0.325; 0.0416493; 0.0416493; 151
0.375; 0; 0; 151
0.425; 0.166597; 0.0416493; 151
0.475; 0; 32.1947; 151
0.525; 0; 26.1556; 151
0.575; 99.7525; 27.8632; 151
0.625; 0; 13.5361; 151
0.675; 0; 0.166597; 151
0.725; 0; 0; 151
0.775; 0; 0; 151
0.825; 0; 0; 151
0.875; 0; 0; 151
0.925; 0; 0; 151
0.975; 0; 0; 151
0.025; 0.0832986; 0; 152
0.075; 0; 0; 152
0.125; 0; 0; 152
0.175; 0; 0; 152
0.225; 0; 0; 152
0.275; 0; 0; 152
0.325; 0; 0.0416493; 152
0.375; 0; 0; 152
0.425; 0; 0; 152
0.475; 0.0416493; 40.9826; 152
0.525; 99.8775; 58.9338; 152
0.575; 0; 0; 152
0.625; 0; 0.0416493; 152
0.675; 0; 0; 152
0.725; 0; 0; 152
0.775; 0; 0; 152
0.825; 0; 0; 152
0.875; 0; 0; 152
0.925; 0; 0; 152
0.975; 0; 0; 152
0.025; 0; 0; 153
0.075; 0; 0; 153
0.125; 0; 0; 153
0.175; 0; 0; 153
0.225; 0; 0; 153
0.275; 0.166597; 0; 153
0.325; 0; 0; 153
0.375; 0; 0; 153
0.425; 0.124948; 0; 153
0.475; 0; 8.99628; 153
0.525; 0; 69.3051; 153
0.575; 0; 21.4077; 153
0.625; 0.166597; 0.166597; 153
0.675; 39.6915; 0; 153
0.725; 59.8502; 0.124948; 153
0.775; 0; 0; 153
0.825; 0; 0; 153
0.875; 0; 0; 153
0.925; 0; 0; 153
0.975; 0; 0; 153
0.025; 0; 0; 154
0.075; 0; 0; 154
0.125; 0; 0; 154
0.175; 0; 0; 154
0.225; 0; 0; 154
0.275; 0; 0; 154
0.325; 0.0416493; 0.0416493; 154
0.375; 0.458142; 0; 154
0.425; 0.0832986; 0.0416493; 154
0.475; 0; 37.0676; 154
0.525; 96.2121; 35.2767; 154
0.575; 3.207; 27.1135; 154
0.625; 0; 0; 154
0.675; 0; 0.416493; 154
0.725; 0; 0; 154
0.775; 0; 0.0416493; 154
0.825; 0; 0; 154
0.875; 0; 0; 154
0.925; 0; 0; 154
0.975; 0; 0; 154
0.025; 0; 0; 155
0.075; 0; 0; 155
0.125; 0.208247; 0; 155
0.175; 0; 0; 155
0.225; 0; 0.166597; 155
0.275; 4.33153; 0; 155
0.325; 95.4624; 0.0416493; 155
0.375; 0; 0; 155
0.425; 0; 13.6193; 155
0.475; 0; 24.3647; 155
0.525; 0; 29.1127; 155
0.575; 0; 24.6563; 155
0.625; 0; 6.45566; 155
0.675; 0; 1.58267; 155
0.725; 0; 0; 155
0.775; 0; 0; 155
0.825; 0; 0; 155
0.875; 0; 0; 155
0.925; 0; 0; 155
0.975; 0; 0; 155
0.025; 0; 0; 156
0.075; 0; 0; 156
0.125; 0; 0; 156
0.175; 0; 0; 156
0.225; 0; 0; 156
0.275; 0; 0; 156
0.325; 0; 0; 156
0.375; 0; 14.5356; 156
0.425; 0; 18.6588; 156
0.475; 0.0832986; 19.2419; 156
0.525; 0.0832986; 22.9903; 156
0.575; 0; 24.4897; 156
0.625; 0; 0.0832986; 156
0.675; 42.6902; 0; 156
0.725; 57.1428; 0; 156
0.775; 0; 0; 156
0.825; 0; 0; 156
0.875; 0; 0; 156
0.925; 0; 0; 156
0.975; 0; 0; 156
0.025; 0; 0; 157
0.075; 0; 0; 157
0.125; 0; 0; 157
0.175; 0; 0; 157
0.225; 0; 0; 157
0.275; 0; 0; 157
0.325; 0; 0; 157
0.375; 0; 0; 157
0.425; 0.874635; 10.5373; 157
0.475; 30.9452; 41.1492; 157
0.525; 68.1805; 29.2793; 157
0.575; 0; 17.1595; 157
0.625; 0; 1.87422; 157
0.675; 0; 0; 157
0.725; 0; 0; 157
0.775; 0; 0; 157
0.825; 0; 0; 157
0.875; 0; 0; 157
0.925; 0; 0; 157
0.975; 0; 0; 157
0.025; 0; 0; 158
0.075; 0; 0; 158
0.125; 0; 0; 158
0.175; 1.91587; 0; 158
0.225; 98.0864; 0; 158
0.275; 0; 0; 158
0.325; 0; 0; 158
0.375; 0; 2.29071; 158
0.425; 0; 32.3613; 158
0.475; 0; 19.5335; 158
0.525; 0; 20.4081; 158
0.575; 0; 19.825; 158
0.625; 0; 3.99834; 158
0.675; 0; 0; 158
0.725; 0; 1.58267; 158
0.775; 0; 0; 158
0.825; 0; 0; 158
0.875; 0; 0; 158
0.925; 0; 0; 158
0.975; 0; 0; 158
0.025; 0; 0; 159
0.075; 0; 0; 159
0.125; 0; 0; 159
0.175; 0; 0; 159
0.225; 0; 0; 159
0.275; 0.124948; 0; 159
0.325; 0; 0; 159
0.375; 0; 0.0416493; 159
0.425; 0.458142; 18.0341; 159
0.475; 0.0416493; 26.4472; 159
0.525; 0.124948; 39.4832; 159
0.575; 42.5652; 15.5352; 159
0.625; 43.3149; 0.458142; 159
0.675; 13.3695; 0; 159
0.725; 0; 0; 159
0.775; 0; 0; 159
0.825; 0; 0; 159
0.875; 0; 0; 159
0.925; 0; 0; 159
0.975; 0; 0; 159
0.025; 0; 0; 160
0.075; 0; 0; 160
0.125; 0; 0; 160
0.175; 0; 0; 160
0.225; 0; 0.416493; 160
0.275; 0; 0; 160
0.325; 0; 4.62308; 160
0.375; 0; 12.8697; 160
0.425; 0.458142; 12.7031; 160
0.475; 0.291545; 23.5318; 160
0.525; 0; 34.2771; 160
0.575; 1.29113; 11.4119; 160
0.625; 83.0085; 0.0416493; 160
0.675; 14.9521; 0; 160
0.725; 0; 0.124948; 160
0.775; 0; 0; 160
0.825; 0; 0; 160
0.875; 0; 0; 160
0.925; 0; 0; 160
0.975; 0; 0; 160
0.025; 0; 0; 161
0.075; 0.124948; 0; 161
0.125; 2.62391; 0; 161
0.175; 49.4373; 0; 161
0.225; 47.813; 0; 161
0.275; 0; 0; 161
0.325; 0; 0; 161
0.375; 0; 15.9517; 161
0.425; 0; 9.45442; 161
0.475; 0; 16.8263; 161
0.525; 0; 28.4047; 161
0.575; 0; 26.6138; 161
0.625; 0; 2.74885; 161
0.675; 0; 0; 161
0.725; 0; 0; 161
0.775; 0; 0; 161
0.825; 0; 0; 161
0.875; 0; 0; 161
0.925; 0; 0; 161
0.975; 0; 0; 161
0.025; 0; 0; 162
0.075; 0; 0; 162
0.125; 0; 0; 162
0.175; 0; 0; 162
0.225; 0.0416493; 0; 162
0.275; 0.0416493; 0; 162
0.325; 0; 0; 162
0.375; 0; 4.95628; 162
0.425; 0; 20.658; 162
0.475; 0; 15.8267; 162
0.525; 42.8984; 19.5751; 162
0.575; 57.0178; 17.3261; 162
0.625; 0; 15.6185; 162
0.675; 0; 6.03916; 162
0.725; 0; 0; 162
0.775; 0; 0; 162
0.825; 0; 0; 162
0.875; 0; 0; 162
0.925; 0; 0; 162
0.975; 0; 0; 162
0.025; 0; 0; 163
0.075; 0; 0; 163
0.125; 0; 0; 163
0.175; 0; 0; 163
0.225; 0; 0; 163
0.275; 0; 0; 163
0.325; 0; 0.416493; 163
0.375; 0; 0; 163
0.425; 0.458142; 12.7447; 163
0.475; 0.0832986; 31.4867; 163
0.525; 0; 36.6928; 163
0.575; 4.99793; 18.5756; 163
0.625; 94.4627; 0; 163
0.675; 0; 0.0832986; 163
0.725; 0; 0; 163
0.775; 0; 0; 163
0.825; 0; 0; 163
0.875; 0; 0; 163
0.925; 0; 0; 163
0.975; 0; 0; 163
0.025; 0.0416493; 0; 164
0.075; 0; 0; 164
0.125; 0; 0; 164
0.175; 0; 0; 164
0.225; 0; 0; 164
0.275; 0; 0; 164
0.325; 0; 0; 164
0.375; 0; 0; 164
0.425; 0; 0; 164
0.475; 0.0832986; 0.0416493; 164
0.525; 0.916285; 0; 164
0.575; 98.9611; 99.9608; 164
0.625; 0; 0; 164
0.675; 0; 0; 164
0.725; 0; 0; 164
0.775; 0; 0; 164
0.825; 0; 0; 164
0.875; 0; 0; 164
0.925; 0; 0; 164
0.975; 0; 0; 164
0.025; 0; 0; 165
0.075; 0; 0; 165
0.125; 0; 0; 165
0.175; 0; 0; 165
0.225; 0.0416493; 0; 165
0.275; 0.0832986; 0; 165
0.325; 0; 0; 165
0.375; 0; 0; 165
0.425; 0; 0; 165
0.475; 0; 2.54061; 165
0.525; 2.45731; 47.6047; 165
0.575; 31.5283; 49.8121; 165
0.625; 65.8897; 0.0416493; 165
0.675; 0; 0; 165
0.725; 0; 0; 165
0.775; 0; 0; 165
0.825; 0; 0; 165
0.875; 0; 0; 165
0.925; 0; 0; 165
0.975; 0; 0; 165
0.025; 0; 0; 166
0.075; 0; 0; 166
0.125; 0; 0; 166
0.175; 0; 0; 166
0.225; 0.0416493; 0; 166
0.275; 0; 0; 166
0.325; 0; 0; 166
0.375; 0; 0; 166
0.425; 0; 16.9929; 166
0.475; 97.5033; 31.5283; 166
0.525; 2.45731; 15.3269; 166
0.575; 0; 22.4489; 166
0.625; 0; 11.4536; 166
0.675; 0; 2.24906; 166
0.725; 0; 0; 166
0.775; 0; 0; 166
0.825; 0; 0; 166
0.875; 0; 0; 166
0.925; 0; 0; 166
0.975; 0; 0; 166
0.025; 0; 0; 167
0.075; 0; 0; 167
0.125; 0; 0; 167
0.175; 0; 0; 167
0.225; 0; 0; 167
0.275; 0; 0; 167
0.325; 0; 0; 167
0.375; 0; 13.0779; 167
0.425; 0.0416493; 13.6193; 167
0.475; 0; 15.3269; 167
0.525; 0.0832986; 34.9435; 167
0.575; 0; 21.2827; 167
0.625; 26.1556; 1.74927; 167
0.675; 73.7202; 0; 167
0.725; 0; 0; 167
0.775; 0; 0; 167
0.825; 0; 0; 167
0.875; 0; 0; 167
0.925; 0; 0; 167
0.975; 0; 0; 167
0.025; 0; 0; 168
0.075; 0; 0; 168
0.125; 0; 0; 168
0.175; 0.0416493; 0; 168
0.225; 0.0416493; 0; 168
0.275; 0; 0; 168
0.325; 0.0832986; 0; 168
0.375; 0; 0; 168
0.425; 0; 31.0285; 168
0.475; 0; 59.1421; 168
0.525; 99.8358; 9.70432; 168
0.575; 0; 0; 168
0.625; 0; 0.0416493; 168
0.675; 0; 0; 168
0.725; 0; 0; 168
0.775; 0; 0.0832986; 168
0.825; 0; 0; 168
0.875; 0; 0; 168
0.925; 0; 0; 168
0.975; 0; 0; 168
0.025; 0; 0; 169
0.075; 0; 0; 169
0.125; 0; 0; 169
0.175; 0; 0; 169
0.225; 0; 0; 169
0.275; 0; 0; 169
0.325; 0; 0; 169
0.375; 0; 0; 169
0.425; 0; 0; 169
0.475; 18.7005; 65.6398; 169
0.525; 81.3008; 34.3604; 169
0.575; 0; 0; 169
0.625; 0; 0; 169
0.675; 0; 0; 169
0.725; 0; 0; 169
0.775; 0; 0; 169
0.825; 0; 0; 169
0.875; 0; 0; 169
0.925; 0; 0; 169
0.975; 0; 0; 169
0.025; 0; 0; 170
0.075; 0; 0; 170
0.125; 0; 0; 170
0.175; 0; 0; 170
0.225; 0; 0; 170
0.275; 0; 0; 170
0.325; 0; 0; 170
0.375; 0; 0; 170
0.425; 0; 0; 170
0.475; 0; 39.15; 170
0.525; 0.0832986; 56.3514; 170
0.575; 0; 4.49813; 170
0.625; 0.208247; 0; 170
0.675; 99.7109; 0; 170
0.725; 0; 0; 170
0.775; 0; 0; 170
0.825; 0; 0; 170
0.875; 0; 0; 170
0.925; 0; 0; 170
0.975; 0; 0; 170
0.025; 0; 0; 171
0.075; 0; 0; 171
0.125; 0; 0; 171
0.175; 0; 0; 171
0.225; 0; 0; 171
0.275; 0; 0; 171
0.325; 0; 0; 171
0.375; 0; 4.16494; 171
0.425; 0.124948; 22.8237; 171
0.475; 0.999583; 37.2758; 171
0.525; 58.3507; 24.6146; 171
0.575; 40.5244; 10.4957; 171
0.625; 0; 0.58309; 171
0.675; 0; 0; 171
0.725; 0; 0; 171
0.775; 0; 0.0416493; 171
0.825; 0; 0; 171
0.875; 0; 0; 171
0.925; 0; 0; 171
0.975; 0; 0; 171
0.025; 0; 0; 172
0.075; 0; 0; 172
0.125; 0; 0; 172
0.175; 0; 0; 172
0.225; 0.0832986; 0; 172
0.275; 0.0416493; 0; 172
0.325; 0; 1.87422; 172
0.375; 0.0416493; 5.83091; 172
0.425; 0; 32.9027; 172
0.475; 40.0247; 20.6996; 172
0.525; 59.8085; 26.0307; 172
0.575; 0; 12.6198; 172
0.625; 0; 0; 172
0.675; 0; 0; 172
0.725; 0; 0; 172
0.775; 0; 0.0416493; 172
0.825; 0; 0; 172
0.875; 0; 0; 172
0.925; 0; 0; 172
0.975; 0; 0; 172
0.025; 0; 0; 173
0.075; 0; 0; 173
0.125; 0; 0; 173
0.175; 0; 0; 173
0.225; 0; 0; 173
0.275; 0; 0; 173
0.325; 0; 0; 173
0.375; 0; 0; 173
0.425; 0; 5.08122; 173
0.475; 0; 19.7834; 173
0.525; 0.291545; 57.1845; 173
0.575; 0.0416493; 17.9092; 173
0.625; 9.24617; 0.0416493; 173
0.675; 90.4225; 0; 173
0.725; 0; 0; 173
0.775; 0; 0; 173
0.825; 0; 0; 173
0.875; 0; 0; 173
0.925; 0; 0; 173
0.975; 0; 0; 173
0.025; 0; 0; 174
0.075; 0; 0; 174
0.125; 0; 0; 174
0.175; 0; 0; 174
0.225; 0; 0; 174
0.275; 0; 0; 174
0.325; 0.208247; 0; 174
0.375; 0.0416493; 4.16494; 174
0.425; 0; 11.9117; 174
0.475; 0.0416493; 34.0689; 174
0.525; 0.249896; 34.8186; 174
0.575; 0.291545; 14.8272; 174
0.625; 99.1694; 0; 174
0.675; 0; 0; 174
0.725; 0; 0.208247; 174
0.775; 0; 0; 174
0.825; 0; 0; 174
0.875; 0; 0; 174
0.925; 0; 0; 174
0.975; 0; 0; 174
0.025; 0; 0; 175
0.075; 0.0832986; 0; 175
0.125; 0.0416493; 0; 175
0.175; 0; 0; 175
0.225; 7.66349; 0; 175
0.275; 10.6206; 0; 175
0.325; 23.3652; 0; 175
0.375; 58.2257; 17.2428; 175
0.425; 0; 43.4399; 175
0.475; 0; 23.032; 175
0.525; 0; 8.62143; 175
0.575; 0; 3.95669; 175
0.625; 0; 3.70679; 175
0.675; 0; 0; 175
0.725; 0; 0; 175
0.775; 0; 0; 175
0.825; 0; 0; 175
0.875; 0; 0; 175
0.925; 0; 0; 175
0.975; 0; 0; 175
0.025; 0; 0.0416493; 176
0.075; 0; 0; 176
0.125; 0; 0; 176
0.175; 0; 0; 176
0.225; 0; 0; 176
0.275; 0; 0; 176
0.325; 0; 0.0416493; 176
0.375; 0.0416493; 16.2016; 176
0.425; 0.0416493; 32.153; 176
0.475; 0; 32.5695; 176
0.525; 0.0416493; 10.9538; 176
0.575; 0; 6.7472; 176
0.625; 4.37318; 1.29113; 176
0.675; 95.504; 0; 176
0.725; 0; 0; 176
0.775; 0; 0; 176
0.825; 0; 0; 176
0.875; 0; 0; 176
0.925; 0; 0; 176
0.975; 0; 0; 176
0.025; 0; 0; 177
0.075; 0; 0; 177
0.125; 0; 0; 177
0.175; 0; 0; 177
0.225; 0; 0; 177
0.275; 0; 0; 177
0.325; 0; 0; 177
0.375; 0; 0; 177
0.425; 0; 18.7421; 177
0.475; 0; 41.8572; 177
0.525; 0; 26.2806; 177
0.575; 1.41608; 11.3703; 177
0.625; 10.0792; 0.749688; 177
0.675; 68.0972; 0.999583; 177
0.725; 20.4081; 0; 177
0.775; 0; 0; 177
0.825; 0; 0; 177
0.875; 0; 0; 177
0.925; 0; 0; 177
0.975; 0; 0; 177
0.025; 0; 0; 178
0.075; 0; 0; 178
0.125; 0; 0; 178
0.175; 0; 0; 178
0.225; 0; 0; 178
0.275; 0; 0; 178
0.325; 0; 0; 178
0.375; 0; 0.0416493; 178
0.425; 0.208247; 10.8289; 178
0.475; 0.0416493; 37.3175; 178
0.525; 0; 39.15; 178
0.575; 0.0416493; 8.37153; 178
0.625; 90.7557; 4.28988; 178
0.675; 8.95463; 0; 178
0.725; 0; 0; 178
0.775; 0; 0; 178
0.825; 0; 0; 178
0.875; 0; 0; 178
0.925; 0; 0; 178
0.975; 0; 0; 178
0.025; 0; 0; 179
0.075; 0; 0; 179
0.125; 0; 0; 179
0.175; 0; 0; 179
0.225; 0; 0; 179
0.275; 0; 0; 179
0.325; 0; 7.78844; 179
0.375; 0; 3.62349; 179
0.425; 0; 18.0758; 179
0.475; 0.0832986; 31.1535; 179
0.525; 0.0416493; 34.2771; 179
0.575; 0; 5.08122; 179
0.625; 88.0484; 0; 179
0.675; 11.8284; 0; 179
0.725; 0; 0; 179
0.775; 0; 0; 179
0.825; 0; 0; 179
0.875; 0; 0; 179
0.925; 0; 0; 179
0.975; 0; 0; 179
0.025; 0; 0; 180
0.075; 0; 0; 180
0.125; 0; 0; 180
0.175; 0; 0; 180
0.225; 0; 0; 180
0.275; 0; 0; 180
0.325; 0; 0.124948; 180
0.375; 0.124948; 0.541441; 180
0.425; 0.0832986; 3.74844; 180
0.475; 0; 62.0577; 180
0.525; 1.12453; 32.9444; 180
0.575; 0.0832986; 0; 180
0.625; 70.5963; 0.58309; 180
0.675; 27.9882; 0; 180
0.725; 0; 0; 180
0.775; 0; 0; 180
0.825; 0; 0; 180
0.875; 0; 0; 180
0.925; 0; 0; 180
0.975; 0; 0; 180
0.025; 0; 0; 181
0.075; 0; 0; 181
0.125; 0; 0; 181
0.175; 0; 0; 181
0.225; 0; 0; 181
0.275; 0; 0; 181
0.325; 0; 0; 181
0.375; 0; 0; 181
0.425; 0; 7.95504; 181
0.475; 0; 33.5691; 181
0.525; 0.166597; 56.8096; 181
0.575; 0; 1.66597; 181
0.625; 42.5236; 0; 181
0.675; 57.3094; 0; 181
0.725; 0; 0; 181
0.775; 0; 0; 181
0.825; 0; 0; 181
0.875; 0; 0; 181
0.925; 0; 0; 181
0.975; 0; 0; 181
0.025; 0; 0; 182
0.075; 0; 0; 182
