### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

quantity; frequency; param
66.0097; 0; 190
0.0416493; 7.40741; 191
0.0660097; 0; 191
0.104618; 0; 191
0.165809; 0; 191
0.262789; 0; 191
0.416493; 3.7037; 191
0.660097; 3.7037; 191
1.04618; 0; 191
1.65809; 29.6296; 191
2.62789; 22.2222; 191
4.16493; 18.5185; 191
6.60097; 14.8148; 191
10.4618; 0; 191
16.5809; 0; 191
26.2789; 0; 191
41.6493; 0; 191
66.0097; 0; 191
0.0416493; 12.5; 192
0.0660097; 0; 192
0.104618; 0; 192
0.165809; 6.25; 192
0.262789; 0; 192
0.416493; 0; 192
0.660097; 0; 192
1.04618; 0; 192
1.65809; 6.25; 192
2.62789; 6.25; 192
4.16493; 31.25; 192
6.60097; 31.25; 192
10.4618; 6.25; 192
16.5809; 0; 192
26.2789; 0; 192
41.6493; 0; 192
66.0097; 0; 192
0.0416493; 20; 193
0.0660097; 0; 193
0.104618; 0; 193
0.165809; 0; 193
0.262789; 0; 193
0.416493; 0; 193
0.660097; 0; 193
1.04618; 0; 193
1.65809; 0; 193
2.62789; 0; 193
4.16493; 0; 193
6.60097; 0; 193
10.4618; 0; 193
16.5809; 60; 193
26.2789; 20; 193
41.6493; 0; 193
66.0097; 0; 193
0.0416493; 3.22581; 194
0.0660097; 3.22581; 194
0.104618; 3.22581; 194
0.165809; 0; 194
0.262789; 0; 194
0.416493; 6.45161; 194
0.660097; 6.45161; 194
1.04618; 16.129; 194
1.65809; 12.9032; 194
2.62789; 16.129; 194
4.16493; 29.0323; 194
6.60097; 3.22581; 194
10.4618; 0; 194
16.5809; 0; 194
26.2789; 0; 194
41.6493; 0; 194
66.0097; 0; 194
0.0416493; 11.1111; 195
0.0660097; 3.7037; 195
0.104618; 0; 195
0.165809; 7.40741; 195
0.262789; 0; 195
0.416493; 0; 195
0.660097; 11.1111; 195
1.04618; 3.7037; 195
1.65809; 7.40741; 195
2.62789; 18.5185; 195
4.16493; 29.6296; 195
6.60097; 3.7037; 195
10.4618; 3.7037; 195
16.5809; 0; 195
26.2789; 0; 195
41.6493; 0; 195
66.0097; 0; 195
0.0416493; 3.7037; 196
0.0660097; 0; 196
0.104618; 0; 196
0.165809; 0; 196
0.262789; 3.7037; 196
0.416493; 11.1111; 196
0.660097; 3.7037; 196
1.04618; 7.40741; 196
1.65809; 22.2222; 196
2.62789; 11.1111; 196
4.16493; 22.2222; 196
6.60097; 14.8148; 196
10.4618; 0; 196
16.5809; 0; 196
26.2789; 0; 196
41.6493; 0; 196
66.0097; 0; 196
0.0416493; 0; 197
0.0660097; 0; 197
0.104618; 0; 197
0.165809; 10; 197
0.262789; 0; 197
0.416493; 5; 197
0.660097; 5; 197
1.04618; 10; 197
1.65809; 5; 197
2.62789; 15; 197
4.16493; 25; 197
6.60097; 20; 197
10.4618; 5; 197
16.5809; 0; 197
26.2789; 0; 197
41.6493; 0; 197
66.0097; 0; 197
0.0416493; 8.69565; 198
0.0660097; 0; 198
0.104618; 0; 198
0.165809; 0; 198
0.262789; 0; 198
0.416493; 13.0435; 198
0.660097; 13.0435; 198
1.04618; 4.34783; 198
1.65809; 8.69565; 198
2.62789; 17.3913; 198
4.16493; 8.69565; 198
6.60097; 21.7391; 198
10.4618; 4.34783; 198
16.5809; 0; 198
26.2789; 0; 198
41.6493; 0; 198
66.0097; 0; 198
0.0416493; 4.7619; 199
0.0660097; 0; 199
0.104618; 0; 199
0.165809; 4.7619; 199
0.262789; 0; 199
0.416493; 0; 199
0.660097; 0; 199
1.04618; 4.7619; 199
1.65809; 9.52381; 199
2.62789; 14.2857; 199
4.16493; 52.381; 199
6.60097; 9.52381; 199
10.4618; 0; 199
16.5809; 0; 199
26.2789; 0; 199
41.6493; 0; 199
66.0097; 0; 199
