### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
400; 25.616; 4.53279; 81
410; 25.62; 4.53187; 81
420; 25.636; 4.5317; 81
430; 25.632; 4.53121; 81
440; 25.638; 4.53111; 81
450; 25.642; 4.53064; 81
460; 25.648; 4.53015; 81
470; 25.656; 4.52983; 81
480; 25.666; 4.52921; 81
490; 25.668; 4.52896; 81
500; 25.676; 4.52854; 81
510; 25.69; 4.52822; 81
520; 25.7; 4.52775; 81
530; 25.702; 4.52746; 81
540; 25.716; 4.52738; 81
550; 25.73; 4.52733; 81
560; 25.748; 4.52691; 81
570; 25.754; 4.52652; 81
580; 25.762; 4.52634; 81
590; 25.766; 4.52617; 81
600; 25.766; 4.52592; 81
610; 25.784; 4.52578; 81
620; 25.78; 4.52585; 81
630; 25.802; 4.52568; 81
640; 25.8; 4.52546; 81
650; 25.828; 4.52444; 81
660; 25.826; 4.52395; 81
670; 25.826; 4.5236; 81
680; 25.836; 4.52353; 81
690; 25.84; 4.52304; 81
700; 25.852; 4.52239; 81
710; 25.86; 4.52212; 81
720; 25.868; 4.52175; 81
730; 25.874; 4.52128; 81
740; 25.876; 4.5202; 81
750; 25.892; 4.51903; 81
760; 25.896; 4.51864; 81
770; 25.922; 4.5177; 81
780; 25.93; 4.51718; 81
790; 25.934; 4.51693; 81
800; 25.946; 4.51595; 81
810; 25.95; 4.51491; 81
820; 25.962; 4.51385; 81
830; 25.972; 4.51323; 81
840; 25.976; 4.51276; 81
850; 25.99; 4.51219; 81
860; 25.986; 4.51148; 81
870; 25.992; 4.51128; 81
880; 26; 4.51029; 81
890; 26.008; 4.51002; 81
900; 26.01; 4.50982; 81
910; 26.034; 4.50921; 81
920; 26.034; 4.50879; 81
930; 26.038; 4.50822; 81
940; 26.042; 4.5073; 81
950; 26.056; 4.50659; 81
960; 26.056; 4.50644; 81
970; 26.074; 4.50562; 81
980; 26.084; 4.50493; 81
990; 26.088; 4.50481; 81
0; 49.848; 43.2459; 100
10; 49.85; 38.0493; 100
