### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 1 ###

value; fitness; appearence; param
0.975; 0; 0; 28
0.025; 0.00791337; 0; 29
0.075; 0.715959; 0; 29
0.125; 0.276133; 0; 29
0.175; 0; 0; 29
0.225; 0; 0; 29
0.275; 0; 0.0374844; 29
0.325; 0; 0.0224906; 29
0.375; 0; 0.0649731; 29
0.425; 0; 0.0391504; 29
0.475; 0; 0.367761; 29
0.525; 0; 0.245313; 29
0.575; 0; 0.0774679; 29
0.625; 0; 0.114119; 29
0.675; 0; 0.0137443; 29
0.725; 0; 0.0162432; 29
0.775; 0; 0.00124948; 29
0.825; 0; 0; 29
0.875; 0; 0; 29
0.925; 0; 0; 29
0.975; 0; 0; 29
