### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
690; 27.22; 2.69804; 0.005
700; 27.264; 2.68959; 0.005
710; 27.31; 2.68469; 0.005
720; 27.366; 2.67437; 0.005
730; 27.39; 2.66572; 0.005
740; 27.43; 2.65906; 0.005
750; 27.526; 2.64882; 0.005
760; 27.586; 2.64273; 0.005
770; 27.62; 2.63665; 0.005
780; 27.672; 2.62878; 0.005
790; 27.666; 2.62025; 0.005
800; 27.754; 2.61302; 0.005
810; 27.764; 2.60653; 0.005
820; 27.784; 2.60098; 0.005
830; 27.83; 2.596; 0.005
840; 27.826; 2.58927; 0.005
850; 27.85; 2.58453; 0.005
860; 27.928; 2.5791; 0.005
870; 27.848; 2.57122; 0.005
880; 27.906; 2.56641; 0.005
890; 28.01; 2.56151; 0.005
900; 27.908; 2.55628; 0.005
910; 27.99; 2.55032; 0.005
920; 27.996; 2.54571; 0.005
930; 28.034; 2.54163; 0.005
940; 28.132; 2.53384; 0.005
950; 28.108; 2.52845; 0.005
960; 28.148; 2.52424; 0.005
970; 28.14; 2.52053; 0.005
980; 28.166; 2.51355; 0.005
990; 28.192; 2.50759; 0.005
