### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
570; 28.884; 5.49453; 0.05
580; 28.896; 5.49445; 0.05
590; 28.904; 5.49445; 0.05
600; 28.902; 5.49453; 0.05
610; 28.912; 5.49461; 0.05
620; 28.92; 5.49465; 0.05
630; 28.93; 5.49453; 0.05
640; 28.938; 5.49453; 0.05
650; 28.96; 5.49441; 0.05
660; 28.962; 5.4942; 0.05
670; 28.966; 5.49416; 0.05
680; 28.976; 5.49404; 0.05
690; 28.988; 5.49388; 0.05
700; 28.982; 5.4938; 0.05
710; 28.984; 5.49384; 0.05
720; 28.996; 5.49351; 0.05
730; 29.002; 5.49351; 0.05
740; 29.018; 5.49335; 0.05
750; 29.022; 5.49355; 0.05
760; 29.034; 5.49355; 0.05
770; 29.04; 5.49351; 0.05
780; 29.048; 5.49351; 0.05
790; 29.062; 5.49322; 0.05
800; 29.078; 5.49322; 0.05
810; 29.084; 5.49326; 0.05
820; 29.098; 5.49326; 0.05
830; 29.104; 5.49339; 0.05
840; 29.126; 5.49339; 0.05
850; 29.138; 5.49367; 0.05
860; 29.146; 5.49347; 0.05
870; 29.15; 5.49294; 0.05
880; 29.148; 5.49265; 0.05
890; 29.146; 5.49253; 0.05
900; 29.154; 5.49216; 0.05
910; 29.158; 5.49188; 0.05
920; 29.168; 5.49184; 0.05
930; 29.18; 5.49188; 0.05
940; 29.184; 5.49188; 0.05
950; 29.19; 5.49176; 0.05
960; 29.196; 5.49127; 0.05
970; 29.192; 5.49131; 0.05
980; 29.206; 5.49127; 0.05
990; 29.212; 5.49114; 0.05
